index,fixed acidity,volatile acidity,citric acid,total sulfur dioxide,pH,sulphates,alcohol,quality
3267,5.8,0.23,0.2,154.0,3.21,0.39,10.2,6
3268,7.5,0.33,0.36,126.0,3.32,0.53,12.7,6
3269,6.6,0.38,0.36,214.0,3.31,0.56,9.4,5
3270,6.4,0.15,0.29,115.0,3.1,0.38,10.2,5
3271,6.5,0.32,0.34,91.0,3.28,0.6,12.0,7
3272,7.5,0.22,0.32,100.0,3.08,0.6,11.3,7
3273,6.4,0.23,0.32,118.0,3.32,0.53,11.8,7
3274,6.1,0.22,0.31,129.0,3.45,0.59,10.9,5
3275,6.5,0.48,0.02,99.0,3.14,0.47,9.8,4
3276,6.6,0.23,0.3,154.0,3.23,0.49,12.2,8
3277,6.4,0.16,0.25,125.0,3.23,0.44,11.1,7
3278,6.6,0.38,0.36,214.0,3.31,0.56,9.4,5
3279,7.4,0.16,0.32,140.0,3.06,0.47,11.4,6
3280,6.4,0.15,0.29,115.0,3.1,0.38,10.2,5
3281,6.5,0.32,0.3,127.0,3.13,0.52,12.8,6
3282,6.7,0.12,0.36,125.0,3.07,0.67,10.1,7
3283,6.6,0.2,0.14,168.0,2.93,0.45,9.4,6
3284,8.0,0.34,0.25,103.0,2.91,0.23,12.2,6
3285,6.8,0.21,0.31,121.0,3.07,0.65,10.9,7
3286,6.8,0.23,0.31,122.0,3.06,0.64,10.9,7
3287,6.8,0.21,0.31,121.0,3.07,0.65,10.9,7
3288,6.6,0.2,0.14,168.0,2.93,0.45,9.4,6
3289,6.6,0.28,0.42,196.0,3.14,0.48,9.4,5
3290,7.8,0.25,0.37,80.0,3.08,0.38,11.4,5
3291,5.6,0.12,0.33,73.0,3.17,0.32,12.9,8
3292,6.6,0.28,0.41,194.0,3.14,0.48,9.4,5
3293,6.8,0.17,0.35,84.0,2.91,0.57,12.0,7
3294,7.3,0.25,0.28,113.0,3.38,0.56,10.1,6
3295,6.6,0.28,0.41,194.0,3.14,0.48,9.4,5
3296,6.6,0.28,0.42,196.0,3.14,0.48,9.4,5
3297,6.5,0.25,0.5,184.0,3.17,0.45,9.2,5
3298,6.3,0.24,0.35,109.0,3.34,0.44,11.8,6
3299,6.8,0.32,0.32,105.0,3.0,0.34,12.3,7
3300,7.8,0.25,0.37,80.0,3.08,0.38,11.4,5
3301,5.6,0.12,0.33,73.0,3.17,0.32,12.9,8
3302,6.6,0.24,0.28,91.0,3.13,0.32,12.3,6
3303,6.3,0.22,0.34,93.0,3.27,0.36,13.5,7
3304,6.0,0.32,0.3,142.0,3.29,0.42,12.8,7
3305,6.3,0.19,0.29,96.0,3.04,0.54,12.8,7
3306,6.0,0.32,0.3,142.0,3.29,0.42,12.8,7
3307,9.4,0.24,0.29,208.0,2.9,0.38,11.0,3
3308,6.4,0.35,0.28,124.0,3.2,0.43,10.6,6
3309,6.7,0.46,0.27,96.0,3.16,0.44,12.4,7
3310,6.3,0.3,0.29,142.0,3.22,0.46,12.9,7
3311,6.0,0.19,0.29,152.0,3.54,0.59,11.1,7
3312,5.9,0.24,0.28,95.0,3.08,0.64,12.9,7
3313,7.3,0.145,0.33,64.0,3.1,0.37,11.8,7
3314,6.6,0.435,0.38,243.0,3.23,0.54,9.1,6
3315,5.8,0.18,0.37,74.0,3.09,0.49,12.7,7
3316,5.8,0.18,0.37,96.0,3.16,0.48,12.0,6
3317,5.6,0.32,0.32,105.0,3.24,0.47,11.2,6
3318,6.6,0.16,0.35,105.0,3.19,0.75,12.4,7
3319,5.1,0.21,0.28,148.0,3.5,0.49,10.4,5
3320,7.5,0.29,0.36,124.0,3.06,0.54,10.4,5
3321,6.0,0.26,0.33,80.0,3.29,0.5,12.7,6
3322,5.7,0.26,0.3,105.0,3.48,0.52,12.5,7
3323,7.1,0.17,0.31,103.0,3.14,0.5,12.0,6
3324,6.9,0.17,0.3,117.0,3.16,0.51,11.6,6
3325,6.8,0.25,0.28,126.0,3.12,0.38,12.6,7
3326,6.6,0.17,0.28,178.0,3.15,0.42,10.2,5
3327,5.8,0.17,0.36,70.0,3.43,0.68,10.4,7
3328,6.4,0.24,0.29,122.0,3.3,0.42,11.5,5
3329,6.7,0.21,0.34,112.0,3.02,0.5,11.0,6
3330,6.7,0.23,0.33,176.0,3.11,0.52,10.1,6
3331,6.8,0.23,0.32,159.0,3.08,0.52,10.5,6
3332,6.5,0.22,0.28,151.0,3.23,0.41,12.1,7
3333,5.1,0.165,0.22,146.0,3.18,0.55,9.9,6
3334,6.6,0.425,0.25,87.0,3.05,0.41,11.4,6
3335,6.9,0.38,0.29,189.0,3.0,0.6,9.5,6
3336,6.9,0.38,0.29,189.0,3.0,0.6,9.5,6
3337,6.9,0.38,0.29,189.0,3.0,0.6,9.5,6
3338,7.2,0.27,0.28,41.0,3.17,0.39,10.9,6
3339,7.6,0.17,0.27,98.0,3.08,0.47,9.5,6
3340,6.2,0.3,0.31,125.0,3.32,0.54,12.6,6
3341,7.6,0.17,0.27,98.0,3.08,0.47,9.5,6
3342,6.5,0.26,0.32,104.0,3.18,0.42,11.1,5
3343,6.9,0.36,0.28,189.0,3.0,0.6,9.5,7
3344,6.9,0.38,0.29,189.0,3.0,0.6,9.5,6
3345,6.8,0.18,0.24,188.0,3.13,0.51,10.6,6
3346,6.7,0.18,0.24,185.0,3.12,0.5,10.6,6
3347,6.6,0.16,0.21,157.0,3.15,0.52,10.8,6
3348,7.2,0.27,0.28,41.0,3.17,0.39,10.9,6
3349,6.4,0.17,0.27,101.0,3.34,0.5,9.9,6
3350,7.2,0.22,0.28,132.0,3.08,0.59,11.3,6
3351,6.0,0.22,0.28,90.0,3.22,0.38,12.6,6
3352,6.7,0.36,0.28,81.0,2.96,0.39,12.5,6
3353,6.5,0.43,0.28,87.0,3.02,0.38,12.4,6
3354,5.9,0.2,0.28,132.0,3.31,0.57,11.8,7
3355,5.3,0.32,0.23,119.0,3.18,0.53,12.2,6
3356,6.8,0.2,0.28,136.0,3.19,0.37,10.7,6
3357,6.0,0.22,0.33,97.0,3.17,0.42,11.3,7
3358,6.7,0.36,0.28,81.0,2.96,0.39,12.5,6
3359,6.5,0.43,0.28,87.0,3.02,0.38,12.4,6
3360,7.1,0.18,0.49,72.0,3.05,0.53,11.3,7
3361,6.4,0.17,0.27,101.0,3.34,0.5,9.9,6
3362,7.2,0.22,0.28,132.0,3.08,0.59,11.3,6
3363,6.0,0.22,0.28,90.0,3.22,0.38,12.6,6
3364,6.0,0.2,0.26,67.0,3.14,0.38,11.5,6
3365,7.6,0.2,0.26,76.0,2.98,0.49,12.3,7
3366,6.2,0.3,0.21,111.0,2.97,0.42,12.2,6
3367,6.0,0.29,0.25,114.0,3.08,0.43,13.2,6
3368,6.6,0.18,0.28,161.0,3.13,0.45,10.2,6
3369,7.0,0.22,0.28,117.0,3.05,0.55,11.5,7
3370,6.0,0.29,0.25,114.0,3.08,0.43,13.2,6
3371,6.2,0.3,0.21,111.0,2.97,0.42,12.2,6
3372,5.6,0.15,0.26,139.0,3.47,0.5,11.0,6
3373,6.9,0.28,0.24,121.0,2.98,0.43,13.2,7
3374,5.9,0.19,0.21,135.0,3.32,0.44,9.5,5
3375,7.8,0.22,0.26,132.0,3.25,0.53,10.2,6
3376,6.6,0.18,0.28,161.0,3.13,0.45,10.2,6
3377,7.0,0.4,0.25,189.0,3.0,0.55,11.4,6
3378,6.1,0.28,0.27,140.0,3.16,0.42,12.5,8
3379,7.6,0.36,0.49,221.0,3.01,0.43,9.2,5
3380,6.5,0.28,0.34,121.0,3.28,0.48,12.1,7
3381,6.9,0.19,0.35,125.0,3.1,0.44,10.7,7
3382,6.5,0.28,0.34,121.0,3.28,0.48,12.1,7
3383,6.4,0.22,0.32,156.0,3.38,0.55,11.2,6
3384,6.8,0.23,0.3,179.0,3.25,0.56,10.6,6
3385,6.4,0.32,0.31,126.0,3.06,0.45,11.8,6
3386,6.1,0.28,0.27,140.0,3.16,0.42,12.5,8
3387,7.6,0.36,0.49,221.0,3.01,0.43,9.2,5
3388,8.8,0.39,0.35,80.0,2.95,0.54,12.6,6
3389,6.6,0.24,0.3,77.0,3.13,0.55,12.8,7
3390,6.9,0.29,0.3,112.0,3.0,0.37,12.3,6
3391,6.9,0.28,0.3,113.0,2.99,0.38,12.3,8
3392,6.7,0.38,0.26,91.0,2.98,0.37,12.4,6
3393,8.0,0.28,0.3,115.0,2.93,0.42,12.3,6
3394,6.5,0.25,0.45,188.0,3.2,0.53,9.1,5
3395,6.6,0.26,0.46,186.0,3.2,0.54,9.1,5
3396,7.4,0.29,0.28,138.0,3.1,0.47,10.6,6
3397,6.3,0.19,0.29,189.0,3.19,0.47,10.3,6
3398,6.1,0.33,0.32,183.0,3.39,0.65,9.5,5
3399,5.6,0.32,0.33,95.0,3.25,0.49,11.1,6
3400,7.7,0.46,0.18,143.0,3.12,0.51,10.8,6
3401,8.8,0.19,0.3,120.0,2.94,0.47,11.2,5
3402,7.7,0.46,0.18,143.0,3.12,0.51,10.8,6
3403,8.8,0.27,0.25,99.0,2.87,0.49,11.4,5
3404,5.8,0.18,0.28,94.0,3.21,0.52,11.2,6
3405,5.8,0.15,0.32,119.0,3.19,0.5,10.2,6
3406,5.6,0.32,0.33,95.0,3.25,0.49,11.1,6
3407,6.1,0.33,0.32,183.0,3.39,0.65,9.5,5
3408,7.1,0.32,0.3,192.0,3.12,0.49,10.2,6
3409,6.2,0.23,0.35,111.0,3.37,0.43,11.0,3
3410,8.9,0.3,0.35,148.0,3.15,0.45,11.5,7
3411,6.0,0.14,0.17,127.0,3.05,0.57,9.8,6
3412,6.8,0.24,0.29,157.0,3.11,0.51,10.1,6
3413,6.7,0.21,0.48,195.0,2.95,0.75,8.8,6
3414,8.9,0.3,0.35,148.0,3.15,0.45,11.5,7
3415,6.1,0.3,0.3,163.0,3.39,0.43,12.7,7
3416,7.2,0.37,0.4,214.0,3.1,0.51,9.8,6
3417,6.7,0.64,0.3,76.0,3.16,0.6,12.9,4
3418,7.2,0.37,0.4,214.0,3.1,0.51,9.8,6
3419,6.1,0.3,0.3,163.0,3.39,0.43,12.7,7
3420,7.6,0.28,0.49,145.0,3.01,0.44,8.5,5
3421,6.3,0.29,0.28,81.0,3.24,0.56,12.7,8
3422,6.2,0.28,0.28,105.0,2.98,0.64,13.1,8
3423,7.1,0.18,0.39,156.0,3.35,0.78,9.1,5
3424,6.4,0.32,0.27,122.0,3.36,0.71,12.5,6
3425,7.1,0.17,0.4,156.0,3.34,0.78,9.1,6
3426,7.1,0.17,0.4,156.0,3.34,0.78,9.1,6
3427,5.8,0.24,0.26,162.0,3.33,0.5,11.2,6
3428,6.4,0.32,0.27,122.0,3.36,0.71,12.5,6
3429,7.1,0.18,0.39,156.0,3.35,0.78,9.1,5
3430,7.1,0.17,0.4,156.0,3.34,0.78,9.1,6
3431,7.1,0.18,0.39,158.0,3.34,0.77,9.1,6
3432,7.8,0.29,0.29,117.0,3.24,0.35,11.5,5
3433,6.2,0.255,0.27,86.0,3.05,0.59,12.9,7
3434,8.2,0.34,0.29,92.0,2.95,0.39,12.5,6
3435,6.5,0.24,0.28,83.0,3.25,0.33,12.3,6
3436,6.9,0.24,0.23,97.0,3.1,0.85,11.4,6
3437,6.7,0.4,0.22,113.0,3.22,0.45,9.4,5
3438,6.7,0.3,0.44,224.0,3.11,0.53,9.1,5
3439,6.7,0.4,0.22,113.0,3.22,0.45,9.4,5
3440,6.8,0.17,0.32,106.0,3.16,0.66,12.0,5
3441,7.1,0.25,0.28,111.0,3.18,0.53,11.1,5
3442,5.9,0.27,0.27,97.0,3.1,0.33,11.8,7
3443,6.0,0.16,0.22,106.0,3.24,0.32,11.4,6
3444,6.7,0.3,0.44,224.0,3.11,0.53,9.1,5
3445,6.6,0.15,0.32,128.0,3.19,0.71,12.1,8
3446,7.3,0.34,0.3,178.0,3.15,0.44,10.4,6
3447,6.0,0.17,0.29,98.0,3.12,0.36,9.2,6
3448,6.7,0.47,0.29,134.0,3.29,0.46,13.0,7
3449,6.6,0.15,0.32,128.0,3.19,0.71,12.1,8
3450,6.6,0.21,0.29,106.0,2.93,0.43,11.5,7
3451,6.6,0.21,0.29,106.0,2.93,0.43,11.5,7
3452,8.0,0.24,0.48,134.0,3.23,0.7,10.0,5
3453,5.6,0.34,0.3,89.0,3.25,0.49,11.1,6
3454,5.8,0.54,0.0,107.0,3.26,0.35,12.4,5
3455,7.3,0.23,0.24,86.0,2.9,0.38,12.2,6
3456,6.0,0.39,0.13,172.0,3.06,0.52,10.6,5
3457,6.1,0.105,0.31,145.0,3.41,0.41,11.1,7
3458,5.8,0.32,0.2,123.0,3.36,0.78,13.9,7
3459,7.6,0.22,0.28,143.0,2.99,0.3,9.2,6
3460,6.8,0.19,0.4,103.0,2.98,0.56,10.5,6
3461,6.7,0.24,0.3,179.0,3.04,0.59,11.3,8
3462,6.8,0.17,0.34,111.0,3.24,0.45,12.9,6
3463,6.2,0.3,0.31,106.0,3.26,0.39,12.9,7
3464,6.9,0.29,0.41,171.0,3.12,0.51,9.6,5
3465,6.8,0.19,0.34,108.0,3.25,0.45,12.9,6
3466,6.8,0.17,0.34,111.0,3.24,0.45,12.9,6
3467,6.6,0.24,0.27,219.0,3.04,0.45,8.8,5
3468,6.6,0.16,0.36,93.0,3.23,0.34,13.2,8
3469,7.6,0.22,0.28,143.0,2.99,0.3,9.2,6
3470,6.7,0.24,0.3,179.0,3.04,0.59,11.3,8
3471,6.8,0.19,0.4,103.0,2.98,0.56,10.5,6
3472,6.7,0.16,0.36,131.0,3.3,0.59,10.5,6
3473,6.5,0.3,0.27,97.0,3.2,0.6,12.6,8
3474,6.5,0.22,0.19,191.0,3.05,0.5,9.5,6
3475,6.2,0.36,0.45,184.0,3.31,0.56,9.8,6
3476,6.2,0.37,0.24,86.0,3.04,0.26,13.4,8
3477,7.6,0.31,0.24,150.0,3.05,0.44,11.8,7
3478,6.2,0.36,0.45,184.0,3.31,0.56,9.8,6
3479,5.9,0.32,0.28,94.0,3.22,0.57,13.1,7
3480,6.5,0.3,0.27,97.0,3.2,0.6,12.6,8
3481,5.8,0.22,0.3,131.0,3.26,0.45,10.4,5
3482,5.4,0.45,0.27,102.0,3.22,0.27,13.4,8
3483,6.1,0.36,0.26,88.0,3.06,0.27,13.0,7
3484,6.2,0.37,0.24,86.0,3.04,0.26,13.4,8
3485,7.5,0.21,0.32,113.0,3.11,0.52,10.2,7
3486,6.9,0.28,0.33,98.0,3.07,0.39,11.7,6
3487,6.5,0.22,0.19,191.0,3.05,0.5,9.5,6
3488,7.8,0.2,0.2,83.0,3.03,0.46,11.7,6
3489,6.7,0.28,0.31,81.0,3.04,0.47,11.4,8
3490,7.6,0.31,0.24,150.0,3.05,0.44,11.8,7
3491,8.0,0.2,0.44,111.0,3.09,0.32,11.2,6
3492,6.0,0.28,0.27,134.0,3.19,0.44,13.0,7
3493,6.0,0.28,0.27,134.0,3.19,0.44,13.0,7
3494,6.7,0.24,0.36,123.0,3.34,0.52,10.9,6
3495,6.3,0.22,0.28,102.0,3.14,0.37,11.6,7
3496,6.0,0.24,0.28,134.0,3.3,0.54,11.3,7
3497,7.7,0.43,1.0,164.0,3.29,0.5,12.0,6
3498,6.4,0.3,0.36,141.0,3.38,0.53,10.5,6
3499,6.1,0.33,0.3,124.0,3.31,0.4,13.1,7
3500,6.0,0.28,0.27,134.0,3.19,0.44,13.0,7
3501,6.7,0.24,0.36,123.0,3.34,0.52,10.9,6
3502,6.7,0.29,0.45,181.0,3.14,0.57,9.1,5
3503,6.9,0.33,0.31,93.0,3.18,0.48,13.4,7
3504,6.5,0.16,0.34,133.0,3.33,0.64,11.5,7
3505,6.0,0.2,0.32,118.0,3.38,0.68,11.2,7
3506,7.5,0.33,0.28,155.0,3.36,0.57,10.9,6
3507,7.1,0.36,0.28,115.0,3.19,0.44,13.5,7
3508,6.7,0.29,0.45,181.0,3.14,0.57,9.1,5
3509,6.4,0.26,0.25,179.0,3.17,0.55,9.9,6
3510,7.0,0.22,0.24,167.0,2.98,0.56,10.5,6
3511,6.5,0.19,0.28,90.0,3.18,0.51,11.7,7
3512,6.3,0.21,0.31,117.0,3.49,0.68,11.0,6
3513,7.9,0.35,0.28,63.0,2.99,0.43,13.0,6
3514,7.7,0.38,0.23,95.0,2.93,0.41,13.6,6
3515,6.8,0.19,0.33,87.0,3.08,0.62,12.3,7
3516,7.2,0.33,0.34,171.0,3.25,0.53,13.3,7
3517,6.6,0.29,0.29,102.0,3.08,0.42,13.7,7
3518,7.5,0.2,0.41,131.0,3.19,0.52,11.1,5
3519,6.9,0.33,0.62,132.0,3.23,0.43,13.4,7
3520,6.0,0.23,0.15,207.0,3.05,0.3,9.1,5
3521,5.9,0.23,0.24,152.0,3.31,0.5,11.3,7
3522,6.6,0.32,0.41,178.0,3.2,0.46,9.4,5
3523,6.0,0.23,0.15,207.0,3.05,0.3,9.1,5
3524,5.3,0.36,0.27,132.0,3.37,0.4,11.6,6
3525,5.3,0.36,0.27,132.0,3.37,0.4,11.6,6
3526,8.9,0.27,0.28,128.0,3.01,0.35,12.4,6
3527,7.6,0.23,0.29,146.0,3.11,0.32,9.8,6
3528,6.9,0.75,0.13,50.0,3.09,0.25,11.1,4
3529,7.1,0.35,0.27,134.0,3.26,0.38,13.1,7
3530,7.2,0.31,0.35,178.0,3.14,0.53,9.7,5
3531,6.4,0.28,0.44,179.0,3.15,0.48,9.2,5
3532,7.2,0.23,0.46,85.0,3.1,0.78,11.7,6
3533,6.6,0.22,0.3,136.0,3.14,0.37,10.6,6
3534,7.2,0.31,0.35,178.0,3.14,0.53,9.7,5
3535,6.4,0.28,0.44,179.0,3.15,0.48,9.2,5
3536,7.2,0.24,0.28,92.0,3.1,0.39,10.9,6
3537,6.2,0.27,0.47,105.0,3.23,0.51,10.1,5
3538,6.5,0.28,0.25,128.0,3.17,0.44,12.2,7
3539,7.2,0.27,0.31,80.0,3.03,0.33,12.7,6
3540,7.8,0.28,0.25,99.0,2.98,0.37,13.0,6
3541,8.1,0.26,0.27,123.0,3.16,0.33,11.2,6
3542,6.6,0.23,0.37,153.0,3.2,0.48,9.4,6
3543,6.0,0.33,0.2,159.0,3.41,0.53,11.0,6
3544,6.0,0.33,0.2,159.0,3.41,0.53,11.0,6
3545,7.3,0.2,0.29,237.0,3.1,0.48,9.2,6
3546,6.6,0.23,0.37,153.0,3.2,0.48,9.4,6
3547,7.3,0.2,0.29,237.0,3.1,0.48,9.2,6
3548,6.2,0.47,0.19,142.0,3.22,0.45,12.3,6
3549,6.0,0.33,0.2,159.0,3.41,0.53,11.0,6
3550,7.2,0.14,0.32,116.0,3.04,0.67,10.0,6
3551,5.7,0.22,0.22,110.0,3.24,0.48,9.0,6
3552,5.7,0.22,0.22,110.0,3.24,0.48,9.0,6
3553,5.7,0.22,0.22,110.0,3.24,0.48,9.0,6
3554,8.1,0.2,0.28,87.0,2.92,0.36,11.1,6
3555,5.8,0.14,0.15,123.0,3.06,0.6,9.9,6
3556,4.8,0.21,0.21,112.0,3.66,0.48,12.2,7
3557,8.1,0.2,0.28,87.0,2.92,0.36,11.1,6
3558,5.7,0.22,0.22,110.0,3.24,0.48,9.0,6
3559,7.5,0.34,0.24,34.0,3.01,0.36,11.8,4
3560,6.6,0.64,0.28,78.0,3.11,0.62,12.9,6
3561,7.0,0.48,0.12,86.0,2.86,0.35,9.0,5
3562,7.6,0.37,0.34,162.0,3.01,0.33,12.4,6
3563,7.0,0.48,0.12,86.0,2.86,0.35,9.0,5
3564,6.6,0.64,0.28,78.0,3.11,0.62,12.9,6
3565,8.0,0.25,0.27,85.0,2.99,0.36,11.2,6
3566,7.6,0.38,0.28,112.0,3.0,0.41,12.6,6
3567,6.9,0.26,0.27,80.0,3.12,0.39,11.5,6
3568,7.8,0.15,0.34,93.0,3.07,0.72,11.3,7
3569,8.0,0.25,0.27,85.0,2.99,0.36,11.2,6
3570,6.9,0.26,0.27,80.0,3.12,0.39,11.5,6
3571,5.9,0.655,0.0,31.0,3.32,0.51,10.5,4
3572,7.6,0.38,0.28,112.0,3.0,0.41,12.6,6
3573,7.8,0.31,0.4,87.0,3.15,0.48,11.9,6
3574,8.1,0.17,0.21,119.0,3.18,0.52,10.1,6
3575,6.8,0.18,0.28,112.0,3.15,0.45,11.0,7
3576,7.4,0.28,0.36,161.0,3.14,0.56,10.6,5
3577,7.3,0.23,0.27,120.0,3.04,0.59,11.3,7
3578,6.7,0.22,0.22,124.0,3.1,0.37,11.2,4
3579,7.4,0.25,0.28,78.0,2.94,0.37,11.5,7
3580,7.5,0.3,0.21,143.0,2.92,0.35,11.1,5
3581,7.2,0.26,0.24,130.0,3.14,0.49,12.8,7
3582,6.3,0.32,0.32,76.0,3.3,0.46,12.3,6
3583,7.7,0.24,0.3,102.0,3.26,0.53,10.4,6
3584,7.4,0.25,0.28,78.0,2.94,0.37,11.5,7
3585,7.0,0.24,0.35,104.0,3.16,0.37,11.7,7
3586,5.8,0.28,0.28,158.0,3.35,0.44,10.7,7
3587,6.8,0.19,0.71,114.0,2.85,0.5,9.5,6
3588,6.8,0.19,0.71,114.0,2.85,0.5,9.5,6
3589,6.8,0.19,0.71,114.0,2.85,0.5,9.5,6
3590,6.6,0.19,0.35,107.0,3.18,0.68,12.0,7
3591,6.4,0.28,0.36,186.0,3.31,0.45,10.8,5
3592,5.6,0.28,0.27,158.0,3.35,0.44,10.7,7
3593,5.6,0.28,0.28,158.0,3.35,0.44,10.7,7
3594,6.8,0.19,0.32,107.0,3.12,0.44,10.7,7
3595,7.2,0.16,0.29,123.0,3.12,0.4,12.1,7
3596,6.6,0.17,0.28,108.0,3.0,0.52,11.9,7
3597,6.6,0.19,0.28,137.0,3.18,0.37,10.8,6
3598,5.8,0.2,0.24,169.0,3.59,0.56,12.3,7
3599,6.6,0.39,0.38,226.0,3.3,0.57,9.4,6
3600,6.8,0.12,0.3,88.0,3.2,0.35,9.9,6
3601,6.6,0.295,0.24,140.0,3.35,0.61,10.4,7
3602,6.6,0.26,0.24,137.0,3.35,0.6,10.4,6
3603,7.0,0.32,0.27,122.0,3.15,0.6,12.6,7
3604,7.4,0.36,0.23,69.0,2.93,0.36,12.5,6
3605,6.7,0.35,0.48,167.0,3.04,0.47,9.4,5
3606,6.4,0.38,0.24,151.0,3.11,0.6,9.2,5
3607,6.8,0.14,0.18,90.0,3.27,0.54,11.2,6
3608,7.0,0.16,0.25,149.0,2.91,0.46,9.2,6
3609,7.0,0.16,0.25,149.0,2.91,0.46,9.2,6
3610,6.7,0.35,0.48,167.0,3.04,0.47,9.4,5
3611,6.8,0.14,0.18,90.0,3.27,0.54,11.2,6
3612,6.8,0.16,0.18,114.0,3.27,0.55,10.8,6
3613,7.0,0.16,0.25,149.0,2.91,0.46,9.2,6
3614,6.4,0.38,0.24,151.0,3.11,0.6,9.2,5
3615,7.2,0.24,0.3,95.0,2.96,0.36,12.5,6
3616,7.7,0.32,0.61,188.0,3.0,0.54,9.3,5
3617,7.0,0.29,0.33,117.0,3.21,0.5,11.4,5
3618,7.1,0.27,0.24,118.0,3.04,0.56,10.0,7
3619,6.8,0.45,0.28,122.0,3.06,0.42,10.6,6
3620,6.3,0.2,0.26,168.0,3.07,0.75,10.7,7
3621,7.1,0.27,0.24,118.0,3.04,0.56,10.0,7
3622,7.2,0.24,0.3,95.0,2.96,0.36,12.5,6
3623,6.8,0.45,0.28,122.0,3.06,0.42,10.6,6
3624,6.6,0.36,0.28,93.0,3.19,0.27,12.8,7
3625,7.7,0.32,0.61,188.0,3.0,0.54,9.3,5
3626,7.0,0.29,0.33,117.0,3.21,0.5,11.4,5
3627,6.4,0.37,0.2,183.0,3.24,0.43,9.5,5
3628,6.4,0.38,0.2,181.0,3.24,0.43,9.5,6
3629,6.4,0.36,0.2,172.0,3.24,0.43,9.5,6
3630,6.6,0.3,0.25,124.0,3.06,0.38,10.8,6
3631,6.6,0.3,0.25,124.0,3.06,0.38,10.8,6
3632,6.5,0.21,0.51,125.0,3.2,0.47,8.8,6
3633,6.6,0.3,0.25,124.0,3.06,0.38,10.8,6
3634,7.6,0.31,0.27,156.0,3.08,0.38,11.0,7
3635,5.8,0.58,0.0,96.0,3.29,0.38,12.4,6
3636,6.5,0.26,0.39,66.0,3.25,0.75,11.3,7
3637,8.7,0.3,0.34,127.0,3.12,0.49,11.2,7
3638,6.4,0.29,0.32,89.0,3.24,0.66,12.5,7
3639,6.7,0.13,0.32,99.0,3.12,0.44,10.0,6
3640,6.8,0.19,0.33,130.0,3.12,0.56,11.0,6
3641,6.0,0.25,0.4,152.0,3.16,0.88,10.5,6
3642,6.0,0.25,0.4,152.0,3.16,0.88,10.5,6
3643,6.8,0.19,0.33,130.0,3.12,0.56,11.0,6
3644,6.4,0.24,0.23,133.0,3.12,0.54,11.4,7
3645,5.9,0.18,0.28,139.0,3.16,0.44,11.3,6
3646,7.2,0.33,0.22,73.0,2.97,0.52,12.2,7
3647,6.4,0.29,0.24,95.0,2.9,0.66,12.6,7
3648,7.3,0.31,0.25,138.0,2.9,0.37,11.1,5
3649,7.0,0.29,0.37,126.0,3.26,0.47,12.3,6
3650,6.9,0.19,0.6,122.0,2.92,0.59,10.4,4
3651,6.3,0.32,0.17,190.0,3.13,0.48,8.8,6
3652,6.6,0.085,0.33,109.0,3.27,0.61,9.5,6
3653,6.3,0.32,0.17,190.0,3.13,0.48,8.8,6
3654,6.8,0.18,0.32,109.0,3.42,0.44,10.4,6
3655,6.8,0.52,0.26,130.0,3.11,0.27,13.0,7
3656,7.1,0.28,0.28,191.0,3.16,0.46,12.2,7
3657,5.7,0.15,0.47,128.0,3.03,0.34,10.5,8
3658,5.8,0.275,0.3,149.0,3.33,0.42,10.8,7
3659,5.4,0.53,0.16,128.0,3.2,0.53,13.2,8
3660,5.8,0.32,0.28,115.0,3.16,0.57,13.0,8
3661,6.7,0.22,0.39,152.0,3.5,0.47,10.0,6
3662,6.1,0.6,0.12,76.0,3.42,0.48,10.4,4
3663,6.5,0.26,0.31,145.0,3.16,0.54,12.4,6
3664,5.0,0.29,0.54,155.0,3.27,0.34,12.9,8
3665,5.4,0.53,0.16,128.0,3.2,0.53,13.2,8
3666,6.8,0.21,0.26,152.0,3.02,0.56,10.5,7
3667,5.8,0.32,0.28,115.0,3.16,0.57,13.0,8
3668,6.5,0.27,0.26,82.0,3.07,0.36,11.2,5
3669,5.9,0.37,0.32,102.0,3.41,0.55,12.7,7
3670,6.2,0.21,0.18,155.0,3.14,0.52,9.4,6
3671,6.8,0.3,0.29,95.0,3.03,0.32,12.9,7
3672,7.3,0.41,0.29,74.0,2.96,0.35,13.0,8
3673,5.4,0.3,0.3,93.0,3.31,0.4,13.6,7
3674,6.6,0.34,0.2,112.0,3.32,0.55,9.1,5
3675,5.6,0.25,0.19,166.0,3.25,0.43,10.4,6
3676,5.3,0.3,0.3,93.0,3.31,0.4,13.6,7
3677,6.9,0.58,0.58,169.0,3.28,0.44,12.2,6
3678,7.2,0.23,0.25,111.0,3.1,0.51,8.7,5
3679,7.1,0.2,0.27,105.0,3.04,0.37,10.5,7
3680,6.8,0.15,0.41,183.0,3.24,0.78,10.2,6
3681,7.0,0.22,0.26,122.0,3.06,0.34,12.5,8
3682,6.4,0.16,0.44,122.0,3.11,0.75,11.3,7
3683,6.8,0.15,0.41,183.0,3.24,0.78,10.2,6
3684,6.8,0.31,0.3,122.0,3.13,0.63,12.6,7
3685,6.8,0.15,0.41,183.0,3.24,0.78,10.2,6
3686,7.6,0.3,0.37,177.0,3.09,0.5,9.8,5
3687,6.0,0.16,0.27,98.0,3.15,0.34,10.8,5
3688,7.1,0.21,0.35,186.0,3.32,0.56,12.5,6
