type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,4
0,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,5
0,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,4
0,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,5
0,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,3
1,8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,3
0,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,5
0,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,4
0,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,4
0,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,3
0,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,3
0,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,5
0,5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,6
0,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,3
1,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,4
0,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,3
1,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,4
0,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,3
0,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,5
0,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,3
1,7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,4
1,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,4
0,7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,3
1,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,4
0,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,6
1,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,3
0,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,5
0,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,3
0,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,3
0,6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,3
0,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,5
0,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,3
0,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,2
1,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,4
1,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,3
1,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,3
0,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,4
0,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,4
1,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,4
0,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,4
1,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,4
1,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,3
1,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,3
1,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,4
0,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,3
0,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,4
0,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,3
0,9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,4
0,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,3
0,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,3
0,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,5
1,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,2
1,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,4
0,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,4
0,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,3
0,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,3
0,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,3
1,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,5
0,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,4
0,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,3
0,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,4
0,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,3
0,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,5
0,6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,4
1,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,4
0,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,4
0,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,4
1,8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,5
0,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,3
0,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,4
1,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,3
0,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,6
1,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,4
0,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,4
0,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,5
1,6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,3
0,6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,3
0,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,5
1,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,4
0,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,2
0,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,5
1,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,3
0,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,3
1,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,5
0,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,5
0,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,4
0,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,4
0,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,5
0,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,4
0,5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,5
0,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,2
0,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,3
0,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,4
0,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,7
0,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,3
0,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,3
0,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,4
0,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,3
0,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,3
0,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,4
0,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,5
0,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,5
0,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,4
0,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,3
0,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,2
1,7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,3
0,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,4
1,7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,4
0,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,3
0,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,6
0,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,4
1,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,3
0,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,3
0,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,4
0,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,3
0,7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,5
0,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,4
0,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,4
1,10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,4
1,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,3
0,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,4
0,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,4
1,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,3
0,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,5
0,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,3
0,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,4
1,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,4
0,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,5
0,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7,4
0,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,5
0,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,3
0,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,4
0,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,2
0,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,5
0,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,4
1,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,5
0,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,4
0,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,5
0,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,3
0,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,4
0,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,4
0,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,4
0,6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,4
0,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,3
0,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,4
0,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,5
0,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,4
1,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,4
0,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,4
0,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,4
0,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,4
0,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,4
0,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,4
0,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,5
0,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,4
1,8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,4
0,9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,3
0,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,2
0,7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,4
0,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,4
0,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,2
0,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,3
0,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,4
0,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,3
1,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,4
0,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,5
1,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,3
0,5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,4
1,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,3
0,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,3
0,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,2
0,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,4
0,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,3
0,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,2
0,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,4
0,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,4
0,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,3
1,10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,5
1,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,5
0,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,4
0,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,3
0,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,4
1,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,4
0,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,4
1,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,3
0,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,4
0,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,4
1,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,4
0,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,3
1,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,3
0,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,5
0,6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,4
0,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,3
0,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,4
1,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,4
0,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,4
0,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,5
0,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,4
0,3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,6
0,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,4
0,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,4
0,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,3
1,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,3
0,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,4
0,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,4
0,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,3
0,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5,3
0,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,3
0,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,3
0,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,4
0,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,4
0,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,4
0,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,4
0,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,5
1,7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,5
0,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,4
0,6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,3
0,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,4
0,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,3
0,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,4
0,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,4
0,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,4
0,8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,4
1,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,5
0,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,3
0,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,3
0,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,3
0,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,5
0,6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,5
0,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,4
0,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,3
0,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,5
0,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,3
0,6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,4
1,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,1
1,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,3
0,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,3
0,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,6
0,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,4
0,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,6
0,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,6
0,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,2
0,5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,5
1,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,5
0,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,5
0,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,3
1,8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,3
1,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,3
1,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,5
0,6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,4
0,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,4
0,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,4
0,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,3
0,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,5
0,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,4
0,4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,5
0,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,3
1,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,4
0,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,3
1,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,5
0,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,4
0,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,5
1,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,3
1,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,4
0,5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,5
0,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,3
1,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,5
0,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1,3
0,5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,3
1,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,4
1,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,5
1,6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,4
0,6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,5
1,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,3
0,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,4
0,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,5
0,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,4
1,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,3
0,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,4
0,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,3
1,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,3
1,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,3
0,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,4
0,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,3
1,5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,4
0,5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,5
0,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,4
0,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,3
1,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,4
1,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,4
1,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,4
0,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,4
0,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,4
1,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,3
0,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,5
0,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,4
0,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,4
0,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,3
0,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,4
1,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,3
0,6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,4
1,7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,5
0,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,4
0,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,5
0,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,4
0,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,5
0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,4
0,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,5
0,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,5
0,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,4
1,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,4
0,7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,5
1,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,4
1,7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,3
0,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,4
